meanF0,stdevF0,hnr,JitterPCA,ShimmerPCA
129.30794840488065,2.064875906036792,23.959287273110444,0.912830963167325,-0.6171894338717346
122.03808123695572,5.155956563492737,27.95775499397845,1.773074564913309,-1.8632377701967415
138.8282471546342,2.136905747137359,33.30947460822698,4.256777985013369,-0.41392081662641805
213.3478349669751,3.371490703680716,26.43442738804252,2.784102007800849,-1.044855193561646
146.0767364478188,16.50412505389052,30.583621172022685,3.3088086317134775,-0.6446682190888591
194.2084712019211,4.934830997595132,33.30947460822698,3.4886270385516522,-0.17642356376408014
184.9550948911302,2.8475608959345307,33.30947460822698,3.418367105348836,-0.030722126287668898
171.61770721134778,1.9605562914264705,23.88153842882169,-4.072008917159071,-1.3034410192148014
117.1329841285659,1.1553668207036076,24.97174601354128,0.8834078120089257,-0.9719366908691244
213.3478349669751,16.5305701169492,31.31339543943396,3.2533651361451357,-1.0382928652685788
121.73245447783604,5.2144312852259125,27.56808961652489,3.059039586460935,-0.9904568922733281
190.59663093036443,19.792501435228395,28.7381875489221,0.8330405934365965,-1.4547885251257668
158.8539034879657,6.189618824556319,28.38922262249581,3.393525047746385,0.031059737454849853
158.5342045162173,1.6286337188552724,28.366031408614493,2.885416844832533,-0.1561728553260464
93.0221201004278,1.2851950446959608,20.825539768978157,-5.2381043419384365,-0.19946253898040026
122.26667161599778,1.4241777979924608,26.965857648661643,2.4209988042007127,-0.8433944975388654
195.5500878367848,4.6313534945476045,29.342254820057207,2.5535375084736773,-0.17105757311272055
195.55339862496947,2.760184257204,30.95303750842983,3.085372457296692,-0.46218182151843007
166.55936677194583,19.792501435228395,18.74644450431884,-1.9951559464059192,-1.7605599859038814
144.081374621657,1.635376325775027,28.585725858529976,3.6722608502187337,-0.34711465591257024
122.71171254910546,1.7553504896416758,20.87983052791402,-4.932841083556673,-0.5124759343541473
133.8829401645197,2.3059137242577137,21.605401074381053,0.624611982254671,-0.3476069978645028
189.5636273241595,1.936720545899736,27.358195445126302,4.313392370345993,0.1612840506242092
128.94026386030967,2.073109554651993,20.561565034286776,-0.9854793090478112,1.9179327803470794
174.0376013420215,2.459579463502433,32.65454141216751,3.6177057468746936,0.7850800306522081
136.5347752938815,3.232340792966277,24.10606068743709,2.155018118296717,-0.581922778671896
206.8321935562153,2.026972504764148,33.30947460822698,4.597866272900862,0.03755547643634884
148.74280876289234,19.792501435228395,29.085819489642088,0.4421820968944278,-0.5582603785083066
183.7233361908555,2.266744720640503,29.21915102290048,3.6054444831922767,0.1615484372316318
121.4153335799488,19.792501435228395,24.090619089550568,-0.3512120717329525,-2.0411990266396294
127.0079270414652,3.713404862965233,24.068464552934323,0.7523504224407691,0.7582903342361029
172.76811566756436,2.8813445634134944,30.72277426632724,3.0740527861879303,-0.6529384838378318
212.2738224266667,8.175604056384167,30.37696167573574,3.7098539329886564,0.8774181206321621
110.90037793296456,2.173945630372061,21.91958581597764,-1.7633210825161745,-1.9634850802937098
196.706528161528,3.3850101570801088,28.28672494135499,1.9733367526155112,-0.4967741792417791
156.76534409737212,0.9961761082793285,30.14505112073237,2.6784736337901993,-0.7775101052989057
124.77654190099294,3.0809054430650336,29.02199573232305,0.886986907560396,-1.3981077173906218
203.96401582564292,19.792501435228395,33.30947460822698,0.8756299755047311,-2.1888936991896233
133.07696026975546,2.313613075306807,20.44553238073791,-3.2144739822085615,-1.9916860773960134
213.3478349669751,2.491250309496817,30.684119226429964,-1.3050089358515204,-3.0851103525290418
150.06698310788622,2.8084669583988084,24.830507247075214,1.7747433970316908,-0.035333713275883805
156.65476661737287,2.669037784092239,33.100309050352294,3.1869203042888867,-0.36388198043995423
213.3478349669751,19.792501435228395,18.137194946615654,-4.954848962418053,0.38670055669411085
115.1264492747664,0.8862857779042942,27.98183431780729,1.421019935748243,-0.11867673229231693
213.3478349669751,19.792501435228395,29.688941642912216,1.0800414085256977,-2.202523471021818
180.5316838002208,19.792501435228395,33.30947460822698,2.800939932412532,1.3202007453481164
165.30233352833108,2.7553830841392326,28.68988218550433,2.1949462150065235,-0.09955511775587246
167.29923951180714,9.19217882068652,19.63250160938055,0.4851593795424742,-0.222770168960859
168.31876333210772,1.4507998563569786,25.769643116553183,-2.0801760634553,-2.4981900054611623
142.87504011373852,1.2382065527812522,33.30947460822698,3.626465757185271,-0.805145777857719
198.5564634111625,19.741118016159792,24.88775918156923,2.8170192383414503,0.988217986041876
132.82983059443578,6.769168741529788,8.355748262263004,-5.381279693231847,-0.06730032720761481
121.65996065877611,1.9089035257241933,31.73506903576838,2.048192278777443,0.27468170408322545
164.30467140204428,3.121775242341804,25.805462391156414,0.6367612815376626,-1.450496814261462
128.37067635204923,3.276632145604717,23.6116412085537,3.024480505517336,-0.6858674759708819
209.96233241816188,19.792501435228395,29.30015296490805,3.1570153909761203,-0.732569176878655
161.12628386735344,1.212788308516323,29.356778846972126,4.764360005531603,0.22139872285639176
149.8128833340298,19.24575382377656,24.35419646905202,-0.22769958646713373,-2.1110366140465997
193.86713923168853,19.792501435228395,24.80543835268137,0.5209730128346973,-0.31520717760924216
133.42586011352282,1.9370353197158403,24.380586945065424,1.8091363730853185,-1.2998325978101573
162.50177373351448,2.6127122055504217,27.73801938481829,1.386881882498366,-0.7110201355416839
197.42248128144163,3.956923261416572,32.8338477045601,3.840181106704304,0.46968724222380287
102.61033955852253,1.6636993220416607,29.31171489891709,0.4870559152534338,-1.8045835810067614
139.51084804485905,19.792501435228395,26.299547136033777,2.557202336553415,-0.3161373618052176
213.3478349669751,3.535286140118288,33.30947460822698,4.991833708258069,0.5696713990448868
213.3478349669751,2.6812580843547256,33.30947460822698,4.565877153018981,0.6417757362674751
111.5300322532879,1.5854578988350925,22.30315848542508,-1.0864530359633644,-0.3016702668167985
190.31728502601064,16.52492987541486,25.80326440720245,-1.2998273914903629,-2.8471417746383976
127.31295805004744,3.542865363966755,18.49126872452628,-2.4874067730649694,-2.5934425673667447
112.78461538048516,0.5795860368078849,32.88636250968288,3.080403104865874,0.39655986822088074
